pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_insol,pl_eqt,rowupdate,pl_pubdate,releasedate
HATS-29 b,4.60587870,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-3 b,3.54785091,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-30 b,3.17435131,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-31 b,3.37793440,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-33 b,2.54956317,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-34 b,2.10616098,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-35 b,1.82100088,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-39 b,4.57763350,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-4 b,2.51672679,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-40 b,3.26428130,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-41 b,4.19366230,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-42 b,2.29210275,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-43 b,4.38884920,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-45 b,4.18761940,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-46 b,4.74236930,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-48 A b,3.13166726,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-5 b,4.76338959,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-51 b,3.34886782,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-52 b,1.36665617,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-53 b,3.85377818,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-56 b,4.32476620,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-57 b,2.35061721,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-58 A b,4.21807330,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-6 b,3.32526424,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-60 b,3.56081040,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-64 b,4.90889630,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-65 b,3.10515933,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-67 b,1.60918324,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-68 b,3.58622110,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-7 b,3.18531090,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-70 b,1.88823968,,,,,,,2024-03-04,2023-03,2024-03-04
HATS-72 b,7.32794960,,,,,,,2024-03-04,2023-03,2024-03-04
HD 106315 c,21.05661400,,,,,,,2024-03-04,2023-03,2024-03-04
HD 108236 b,3.79666000,,,,,,,2024-03-04,2023-03,2024-03-04
HD 108236 c,6.20368800,,,,,,,2024-03-04,2023-03,2024-03-04
HD 108236 d,14.17587600,,,,,,,2024-03-04,2023-03,2024-03-04
HD 108236 e,19.59018600,,,,,,,2024-03-04,2023-03,2024-03-04
HD 110113 b,2.54047309,,,,,,,2024-03-04,2023-03,2024-03-04
HD 149026 b,2.87588850,,,,,,,2024-03-04,2023-03,2024-03-04
HD 17156 b,21.21643870,,,,,,,2024-03-04,2023-03,2024-03-04
HD 189733 b,2.21857494,,,,,,,2024-03-04,2023-03,2024-03-04
HD 191939 b,8.88031800,,,,,,,2024-03-04,2023-03,2024-03-04
HD 191939 c,28.57968000,,,,,,,2024-03-04,2023-03,2024-03-04
HD 202772 A b,3.30887530,,,,,,,2024-03-04,2023-03,2024-03-04
HD 209458 b,3.52474955,,,,,,,2024-03-04,2023-03,2024-03-04
HD 219134 b,3.09293380,,,,,,,2024-03-04,2023-03,2024-03-04
HD 219666 b,6.03446800,,,,,,,2024-03-04,2023-03,2024-03-04
HD 2685 b,4.12690520,,,,,,,2024-03-04,2023-03,2024-03-04
HD 332231 b,18.71207120,,,,,,,2024-03-04,2023-03,2024-03-04
HD 5278 b,14.33916900,,,,,,,2024-03-04,2023-03,2024-03-04
HD 63433 b,7.10793900,,,,,,,2024-03-04,2023-03,2024-03-04
HD 63433 c,20.54380600,,,,,,,2024-03-04,2023-03,2024-03-04
HD 86226 c,3.98466540,,,,,,,2024-03-04,2023-03,2024-03-04
HD 89345 b,11.81441700,,,,,,,2024-03-04,2023-03,2024-03-04
HD 97658 b,9.48930370,,,,,,,2024-03-04,2023-03,2024-03-04
HIP 65 A b,0.98097217,,,,,,,2024-03-04,2023-03,2024-03-04
K2-107 b,3.31391510,,,,,,,2024-03-04,2023-03,2024-03-04
K2-113 b,5.81760150,,,,,,,2024-03-04,2023-03,2024-03-04
K2-115 b,20.27298610,,,,,,,2024-03-04,2023-03,2024-03-04
K2-116 b,4.65487900,,,,,,,2024-03-04,2023-03,2024-03-04
K2-121 b,5.18575320,,,,,,,2024-03-04,2023-03,2024-03-04
K2-132 b,9.17261600,,,,,,,2024-03-04,2023-03,2024-03-04
K2-136 c,17.30701300,,,,,,,2024-03-04,2023-03,2024-03-04
K2-140 b,6.56920450,,,,,,,2024-03-04,2023-03,2024-03-04
K2-155 c,13.85348700,,,,,,,2024-03-04,2023-03,2024-03-04
K2-19 b,7.92097800,,,,,,,2024-03-04,2023-03,2024-03-04
K2-198 b,17.04284900,,,,,,,2024-03-04,2023-03,2024-03-04
K2-198 d,7.45003720,,,,,,,2024-03-04,2023-03,2024-03-04
K2-199 c,7.37448280,,,,,,,2024-03-04,2023-03,2024-03-04
K2-232 b,11.16844233,,,,,,,2024-03-04,2023-03,2024-03-04
K2-233 d,24.36543000,,,,,,,2024-03-04,2023-03,2024-03-04
K2-237 b,2.18053435,,,,,,,2024-03-04,2023-03,2024-03-04
K2-238 b,3.20469090,,,,,,,2024-03-04,2023-03,2024-03-04
K2-25 b,3.48456248,,,,,,,2024-03-04,2023-03,2024-03-04
K2-260 b,2.62669768,,,,,,,2024-03-04,2023-03,2024-03-04
K2-261 b,11.63347580,,,,,,,2024-03-04,2023-03,2024-03-04
K2-266 d,14.69820000,,,,,,,2024-03-04,2023-03,2024-03-04
K2-284 b,4.79485990,,,,,,,2024-03-04,2023-03,2024-03-04
K2-29 b,3.25883406,,,,,,,2024-03-04,2023-03,2024-03-04
K2-295 b,4.02488968,,,,,,,2024-03-04,2023-03,2024-03-04
K2-30 b,4.09847804,,,,,,,2024-03-04,2023-03,2024-03-04
K2-31 b,1.25784887,,,,,,,2024-03-04,2023-03,2024-03-04
K2-333 b,14.75985900,,,,,,,2024-03-04,2023-03,2024-03-04
K2-334 b,5.11384280,,,,,,,2024-03-04,2023-03,2024-03-04
K2-34 b,2.99563536,,,,,,,2024-03-04,2023-03,2024-03-04
K2-55 b,2.84928160,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-1 b,1.21749415,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-10 b,4.16625410,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-11 b,4.73620060,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-12 b,5.03163280,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-14 b,1.71005328,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-15 b,3.32946600,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-16 b,0.96899296,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-17 b,3.08017985,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-18 b,2.87169950,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-19 A b,4.61173610,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-2 A b,4.11377556,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-20 b,3.47410042,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-21 b,3.61276958,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-23 A b,2.25528745,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-24 b,5.55149344,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-3 b,2.70338919,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-4 A b,2.98958682,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-6 b,7.84560430,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-7 b,2.73476560,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-8 b,3.24408156,,,,,,,2024-03-04,2023-03,2024-03-04
KELT-9 b,1.48111874,,,,,,,2024-03-04,2023-03,2024-03-04
KOI-12 b,17.85522760,,,,,,,2024-03-04,2023-03,2024-03-04
KOI-13 b,1.76358762,,,,,,,2024-03-04,2023-03,2024-03-04
KOI-94 c,10.42367100,,,,,,,2024-03-04,2023-03,2024-03-04
KOI-94 d,22.34297200,,,,,,,2024-03-04,2023-03,2024-03-04
KOI-94 e,54.32002000,,,,,,,2024-03-04,2023-03,2024-03-04
KPS-1 b,1.70632513,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-105 b,5.41220300,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-12 b,4.43796263,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-18 d,14.85892230,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-396 c,88.51270000,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-41 b,1.85555756,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-422 b,7.89144912,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-435 b,8.60015450,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-447 b,7.79430304,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-5 b,3.54846566,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-6 b,3.23469930,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-7 b,4.88548837,,,,,,,2024-03-04,2023-03,2024-03-04
Kepler-76 b,1.54492888,,,,,,,2024-03-04,2023-03,2024-03-04
L 98-59 b,2.25311540,,,,,,,2024-03-04,2023-03,2024-03-04
L 98-59 c,3.69067160,,,,,,,2024-03-04,2023-03,2024-03-04
L 98-59 d,7.45073700,,,,,,,2024-03-04,2023-03,2024-03-04
LHS 1140 b,24.73721000,,,,,,,2024-03-04,2023-03,2024-03-04
LHS 1140 c,3.77793290,,,,,,,2024-03-04,2023-03,2024-03-04
LHS 3844 b,0.46292964,,,,,,,2024-03-04,2023-03,2024-03-04
LP 714-47 b,4.05203450,,,,,,,2024-03-04,2023-03,2024-03-04
LP 791-18 c,4.98990540,,,,,,,2024-03-04,2023-03,2024-03-04
LTT 1445 A b,5.35877700,,,,,,,2024-03-04,2023-03,2024-03-04
LTT 3780 c,12.25220800,,,,,,,2024-03-04,2023-03,2024-03-04
LTT 9779 b,0.79206425,,,,,,,2024-03-04,2023-03,2024-03-04
MASCARA-4 b,2.82407590,,,,,,,2024-03-04,2023-03,2024-03-04
NGTS-1 b,2.64730680,,,,,,,2024-03-04,2023-03,2024-03-04
NGTS-2 b,4.51112300,,,,,,,2024-03-04,2023-03,2024-03-04
NGTS-6 b,0.88205850,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-1 b,1.42002444,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-10 b,1.64532652,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-2 b,1.33711656,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-3 b,2.50789979,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-4 b,1.80536403,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-5 b,2.87929997,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-7 b,2.03202332,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-8 b,3.71464580,,,,,,,2024-03-04,2023-03,2024-03-04
Qatar-9 b,1.54077512,,,,,,,2024-03-04,2023-03,2024-03-04
TIC 257060897 b,3.66003300,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1130 b,4.07703900,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1130 c,8.34984940,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1201 b,2.49197260,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-125 b,4.65185300,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-125 c,9.15454500,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1259 A b,3.47797910,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1266 c,18.80171000,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1296 b,3.94437280,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1298 b,4.53714530,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1478 b,10.18030740,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-150.01,5.85742040,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1518 b,1.90261440,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-157 b,2.08453882,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-163 b,4.23111440,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-169 b,2.25544540,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-172 b,9.47693600,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1728 b,3.49140500,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-1789 b,3.20871830,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-201 b,52.97819700,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-2076 b,10.35548900,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-216.01,34.50730000,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-216.02,17.20300000,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-257 b,18.38768600,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-269 b,3.69771550,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-270 b,3.36015600,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-270 c,5.66057460,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-270 d,11.37956800,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-421 c,16.06753100,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-431 b,0.49005200,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-431 d,12.46102130,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-451 c,9.19240200,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-451 d,16.36490900,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-481 b,10.33115650,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-530 b,6.38758920,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-561 c,10.77882900,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-564 b,1.65114420,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-640 b,5.00379040,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-674 b,1.97716420,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-677 b,11.23660630,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-700 c,16.05111500,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-776 b,8.24663000,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-776 c,15.66534000,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-824 b,1.39297500,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-837 b,8.32491700,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-892 b,10.62662800,,,,,,,2024-03-04,2023-03,2024-03-04
TOI-905 b,3.73956710,,,,,,,2024-03-04,2023-03,2024-03-04
TrES-1 b,3.03006948,,,,,,,2024-03-04,2023-03,2024-03-04
TrES-2 b,2.47061337,,,,,,,2024-03-04,2023-03,2024-03-04
TrES-3 b,1.30618635,,,,,,,2024-03-04,2023-03,2024-03-04
TrES-4 b,3.55392889,,,,,,,2024-03-04,2023-03,2024-03-04
TrES-5 b,1.48224687,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-1 b,2.51994701,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-10 b,3.09272813,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-100 b,2.84938224,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-101 b,3.58570700,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-103 b,0.92554539,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-104 b,1.75540576,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-105 b,7.87289166,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-106 b,9.28970570,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-107 b,5.72148926,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-11 b,3.72247919,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-113 b,4.54216695,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-114 b,1.54877501,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-117 b,10.02059330,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-118 b,4.04605063,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-119 b,2.49980447,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-12 b,1.09141918,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-120 b,3.61126721,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-121 b,1.27492476,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-123 b,2.97764359,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-124 b,3.37264959,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-126 b,3.28878703,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-127 b,4.17806513,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-129 b,5.74813571,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-13 b,4.35301101,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-130 b,11.55097110,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-131 b,5.32201200,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-132 b,7.13351300,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-133 b,2.17642380,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-135 b,1.40137864,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-136 b,5.21535450,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-138 b,3.63443270,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-139 b,5.92426720,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-14 b,2.24376639,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-140 b,2.23598448,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-141 b,3.31066699,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-142 b,2.05287050,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-144 b,2.27831337,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-145 A b,1.76903814,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-147 b,4.60274400,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-15 b,3.75209956,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-151 b,4.53346820,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-153 b,3.33260830,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-156 b,3.83616488,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-157 b,3.95161588,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-158 b,3.65633080,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-159 b,3.84042130,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-16 b,3.11860349,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-160 B b,3.76849254,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-161 b,5.40562020,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-162 b,9.62466470,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-164 b,1.77713687,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-165 b,3.46550640,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-166 b,5.44354230,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-167 b,2.02195933,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-168 b,4.15365730,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-169 b,5.61142060,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-17 b,3.73548545,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-170 b,2.34477786,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-172 b,5.47743170,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-173 A b,1.38665333,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-174 b,4.23369950,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-175 b,3.06529495,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-177 b,3.07172019,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-18 b,0.94145242,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-180 A b,3.40926460,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-181 b,4.51949982,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-183 b,4.11176340,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-186 b,5.02679520,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-19 b,0.78883909,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-190 b,5.36776750,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-192 b,2.87866760,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-2 b,2.15222216,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-20 b,4.89964477,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-21 b,4.32250416,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-22 b,3.53272912,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-23 b,2.94442730,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-24 b,2.34122050,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-25 b,3.76483342,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-26 b,2.75659747,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-28 b,3.40883502,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-29 b,3.92271183,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-3 b,1.84683510,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-31 b,3.40588750,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-32 b,2.71866201,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-34 b,4.31768411,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-35 b,3.16156853,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-36 b,1.53736560,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-37 b,3.57747894,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-38 b,6.87188510,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-39 b,4.05528043,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-4 b,1.33823139,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-41 b,3.05240175,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-42 b,4.98168160,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-43 b,0.81347406,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-44 b,2.42381127,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-45 b,3.12607728,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-46 b,1.43037192,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-47 b,4.15915035,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-48 b,2.14363679,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-49 b,2.78173691,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-5 b,1.62842997,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-50 b,1.95509290,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-52 b,1.74978117,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-53 b,3.30984278,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-54 b,3.69359933,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-55 b,4.46563013,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-56 b,4.61705992,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-57 b,2.83891800,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-58 b,5.01721330,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-6 b,3.36100215,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-60 b,4.30500610,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-61 b,3.85589659,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-62 b,4.41193868,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-63 b,4.37808205,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-64 b,1.57329027,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-65 b,2.31142050,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-66 b,4.08605198,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-67 b,4.61441644,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-68 b,5.08431440,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-69 b,3.86813888,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-7 b,4.95464969,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-70 A b,3.71301695,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-71 b,2.90368321,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-72 b,2.21674331,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-73 b,4.08730010,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-74 b,2.13775367,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-75 b,2.48419760,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-76 b,1.80988043,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-77 A b,1.36002895,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-78 b,2.17518500,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-79 b,3.66239163,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-8 b,8.15872656,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-80 b,3.06785251,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-81 b,2.71648416,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-82 b,2.70578401,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-83 b,4.97129251,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-84 b,8.52349665,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-85 A b,2.65567440,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-87 b,1.68279422,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-88 b,4.95400320,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-89 b,3.35641798,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-90 b,3.91626370,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-91 b,2.79857894,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-92 b,2.17467324,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-93 b,2.73253774,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-94 A b,3.95020010,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-95 b,2.18466642,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-96 b,3.42525674,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-97 b,2.07275965,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-98 b,2.96264191,,,,,,,2024-03-04,2023-03,2024-03-04
WASP-99 b,5.75258750,,,,,,,2024-03-04,2023-03,2024-03-04
XO-1 b,3.94150468,,,,,,,2024-03-04,2023-03,2024-03-04
XO-2 N b,2.61585982,,,,,,,2024-03-04,2023-03,2024-03-04
XO-3 b,3.19152449,,,,,,,2024-03-04,2023-03,2024-03-04
XO-4 b,4.12506679,,,,,,,2024-03-04,2023-03,2024-03-04
